User_ID,Movies_Watched
478,"Spiritual Kung Fu, Terminator 2: Judgement Day, King Solomon's Mines, The Killers, The Hunger Games, It's a Mad, Mad, Mad, Mad World, Outland, What's New Pussycat?, Miss Peregrine's Home for Peculiar Children, Platoon, Letters from Iwo Jima, Wedding Crashers, The Greatest Story Ever Told, Heartbreak Ridge, Dark Shadows, Evan Almighty, Man on Wire, Beverly Hills Cop"
479,"Smokey and the Bandit II, Iron Man 3, Cyborg, The Bridge on the River Kwai, Gravity, Empire of the Sun"
480,"Once Upon a Time in China, Octopussy, Gentlemen Prefer Blondes, The Girl Who Kicked the Hornets' Nest, Exodus: Gods and Kings, Junior, Sin City: A Dame to Kill For, Independence Day, Gladiator, Mission: Impossible - Rogue Nation, The Blues Brothers, District 13, Spectre"
481,"Dumb and Dumber, The Fugitive, Kiss Kiss Bang Bang, The Twilight Saga: Breaking Dawn - Part 1, Ben-Hur, The Abyss, Black Hawk Down, Meet the Fockers, Fist of Legend, On Her Majesty's Secret Service, The Truman Show, Spies Like Us, Mary Poppins, Cape Fear, The Secret of My Success, A Beautiful Mind"
482,"Shutter Island, The Running Man, Clash of the Titans, Catwoman, Star Trek: First Contact, The Hunger Games: Mockingjay Part 1, The Counsellor, Iron Man, RoboCop, Dragon Tiger Gate, The Girl with the Dragon Tattoo, Othello, Basic Instinct, Cabaret, Citizen Kane, One Hundred and One Dalmatians"
483,"Oklahoma!, Underworld: Rise of the Lycans, Vertigo, Indecent Proposal, The Hobbit: The Battle of the Five Armies, Super Size Me, Monty Python's Life of Brian, Scarface"
484,"X-Men, Shanghai Knights, Open Range, Jingle All the Way, Casino Royale, The Girl Who Played with Fire, Ocean's Eleven, The Longest Day, Mesrine Part 1: Killer Instinct, The Longest Yard"
485,"Angels with Dirty Faces, Aliens, Unbreakable, Rain Man, Hot Fuzz, Oklahoma!, Pearl Harbor, Demolition Man, Austin Powers: The Spy Who Shagged Me, Armour of God II: Operation Condor, Samurai I: Musashi Miyamoto, Chariots of Fire, Zoolander 2, High-Rise, The Lord of the Rings: Return of the King, Star Wars: Episode II - Attack of the Clones, Shampoo, The Da Vinci Code, Toy Story, Diamonds are Forever"
486,"Only God Forgives, Beverly Hills Cop II, Hugo, GoldenEye, Three Men and a Baby, Bad Santa 2, No Country for Old Men, Hook, Star Wars: Episode VI - Return of the Jedi, Deep Impact, Shanghai Knights, Bad Boys, Blue Steel, Cocoon, The Hunt For Red October, Police Story, New York, New York"
487,"Cannonball Run II, Dawn of the Dead, The Raid, Kung Fu Panda 2, Blood Diamond, The Last of the Mohicans, La Dolce Vita"
488,"Anna Karenina, Around the World in 80 Days, Samurai Reincarnation, Star Trek: First Contact, Lethal Weapon 2, U.S. Marshals, Kingsman: The Secret Service, Mulan, Minions, The English Patient, From Here to Eternity"
489,"Saturday Night Fever, Gods of Egypt, The Karate Kid, Hitch, On the Waterfront, Half a Loaf of Kung Fu, Apollo 13, The Wolfman, The Usual Suspects, The 6th Day, What's New Pussycat?, The Matrix Reloaded, Casper, Night at the Museum, Crimson Tide, The Searchers, The African Queen, The Kid, Sands of Iwo Jima"
490,"The Magnificent Seven, The Bushido Blade, Mad Max Beyond Thunderdome, Smokey and the Bandit, Cocktail, Superman II, Zoolander, Shrek the Third, West Side Story, The Big Boss, The Sting, Stakeout"
491,"The Kingdom, One Million Years B.C., The Last Stand, Star Wars: Episode V - The Empire Strikes Back, Mandela: Long Walk to Freedom, The Wild Bunch, Ong-Bak 2"
492,"Flags of our Fathers, To Kill a Mockingbird, Passenger 57, A Room for Romeo Brass, Kung Fu Panda 3, The Sword in the Stone, The Kid, From Russia with Love, Despicable Me 2, Spiritual Kung Fu, The Simpsons Movie, Ice Age: Continental Drift, 127 Hours, Sucker Punch, The Ten Commandments, Zootopia, Rush Hour 2"
493,"The Truman Show, Superman Returns, Look Who's Talking, The Exorcist, Three Men and a Baby, Kindergarten Cop, To Kill a Mockingbird, Die Hard: With A Vengeance, Snake and Crane Arts of Shaolin, The World Is Not Enough, Ocean's 11, The Passion of the Christ, Zero Dark Thirty, Dawn of the Planet of the Apes, Taken, We Are Marshall, Point Break, The Simpsons Movie, The Matrix Revolutions, Red Heat"
494,"Children of Men, Wayne's World, Chariots of Fire, Django Unchained, The Naked Gun: From the Files of Police Squad!, Any Which Way You Can, Finding Nemo, Predator, Point Break, Cars, The Hound of the Baskervilles, Unforgiven, Ocean's 11"
495,"Maggie, Midnight Cowboy, The Ladykillers, Pirates of the Caribbean: At World's End, Batman v Superman: Dawn of Justice, Kill Bill: Vol. 1, Bill & Ted's Excellent Adventure"
496,"Mission: Impossible, Patriot Games, Star Wars: Episode III - Revenge of the Sith, The Firm, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Spider-Man 2, The Nutty Professor, Hot Rod, Hellboy, Crouching Tiger, Hidden Dragon, Sleepless in Seattle, Cinderella, 21 Grams, Charlie's Angels: Full Throttle, The Magnificent Seven"
497,"Charlie's Angels: Full Throttle, This Means War, Rebel Without a Cause, Cast Away, Cliffhanger, What Lies Beneath, The Three Musketeers, The Master, The Martian, The Karate Kid, Part II, The King of Comedy, The Jungle Book, Judgment at Nuremberg, Suicide Squad, Miss Peregrine's Home for Peculiar Children, Ip Man, Spider-Man 2, Schindler's List, My Big Fat Greek Wedding, Star Trek: Generations"
498,"Close Encounters of the Third Kind, Zero Dark Thirty, Point Break, 21 Jump Street, Inglourious Basterds, The Nice Guys, A Bridge Too Far, Clash of the Titans, Happy Feet"
499,"The Master, The King's Speech, Gran Torino, Moulin Rouge, My Best Friend's Wedding, Robin Hood, Raw Deal, Paths of Glory, Bee Movie, A Field in England"
500,"Night Watch, The Hangover Part II, Patton, Doctor Zhivago, Exodus: Gods and Kings, Home Alone 2: Lost in New York, Pirates of the Caribbean: At World's End, The Charge of the Light Brigade, Kindergarten Cop, Ikiru, 300, Clear and Present Danger, Ironclad, Bruce Almighty, Key Largo, Men in Black, La Dolce Vita, Angels with Dirty Faces, The Lord of the Rings: Return of the King"
